metabolite,name,Formula,molecular_weight,C_number,N_number,S_number,P_number
dtdp4d6dg_c,DTDP-4-dehydro-6-deoxy-D-glucose,C16H22N2O15P2,544.2978,16,2,0,2
dtdp4d6dm_c,DTDP-4-dehydro-6-deoxy-L-mannose,C16H22N2O15P2,544.2978,16,2,0,2
thm_c,Thiamin,C12H17N4OS,265.35458,12,4,1,0
thm_e,Thiamin,C12H17N4OS,265.35458,12,4,1,0
tre_e,Trehalose,C12H22O11,342.29648,12,0,0,0
tsul_e,Thiosulfate,O3S2,112.1282,0,0,2,0
u3hga_c,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,C29H50N3O18P2,790.66412,29,3,0,2
uamag_c,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,C28H39N5O23P2,875.57648,28,5,0,2
ugmd_c,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",C35H51N7O26P2,1047.75826,35,7,0,2
u3aga_c,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,C31H51N3O19P2,831.69286,31,3,0,2
uaccg_c,UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,C20H26N3O19P2,674.37666,20,3,0,2
uama_c,UDP-N-acetylmuramoyl-L-alanine,C23H33N4O20P2,747.47044,23,4,0,2
uamr_c,UDP-N-acetylmuramate,C20H28N3O19P2,676.39254,20,3,0,2
udcpgrm_c,Undecaprenyl diphosphate galactose-rhamnose-mannose,C73H122O21P2,1397.6847,73,0,0,2
udcpg_c,Undecaprenyl diphosphate galactose,C61H102O12P2,1089.4029,61,0,0,2
udcpgr_c,Undecaprenyl diphosphate galactose-rhamnose,C67H112O16P2,1235.5441,67,0,0,2
uppg3_c,Uroporphyrinogen III,C40H36N4O16,828.73104,40,4,0,0
val__L_p,L-Valine,C5H11NO2,117.14634,5,1,0,0
xyl__D_c,D-Xylose,C5H10O5,150.1299,5,0,0,0
xyl3_c,Xylotriose,C15H26O13,414.35914,15,0,0,0
xyl3_e,Xylotriose,C15H26O13,414.35914,15,0,0,0
xyl__D_e,D-Xylose,C5H10O5,150.1299,5,0,0,0
xylb_c,Xylobiose,C10H18O9,282.24452,10,0,0,0
xylb_e,Xylobiose,C10H18O9,282.24452,10,0,0,0
zn2_p,Zinc,Zn,65.38,0,0,0,0
tet_p,Tetrathionate,O6S4,224.2564,0,0,4,0
tsul_p,Thiosulfate,HO3S2,113.13614,0,0,2,0
12dgr140_p,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",C31H60O5,512.8051,31,0,0,0
12dgr160_p,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",C35H68O5,568.91142,35,0,0,0
12dgr161_c,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",C35H64O5,564.87966,35,0,0,0
12dgr161_p,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",C35H64O5,564.87966,35,0,0,0
2ddecg3p_c,2-dodecanoyl-sn-glycerol 3-phosphate,C15H30O7P1,353.36826,15,0,0,1
2ddecg3p_p,2-dodecanoyl-sn-glycerol 3-phosphate,C15H30O7P1,353.36826,15,0,0,1
2tdecg3p_c,2-tetradecanoyl-sn-glycerol 3-phosphate,C17H34O7P1,381.42142,17,0,0,1
2tdecg3p_p,2-tetradecanoyl-sn-glycerol 3-phosphate,C17H34O7P1,381.42142,17,0,0,1
2tdec7eg3p_c,2-tetradec-7-enoyl-sn-glycerol 3-phosphate,C17H32O7P1,379.40554,17,0,0,1
2tdec7eg3p_p,2-tetradec-7-enoyl-sn-glycerol 3-phosphate,C17H32O7P1,379.40554,17,0,0,1
2hdecg3p_c,2-hexadecanoyl-sn-glycerol 3-phosphate,C19H38O7P1,409.47458,19,0,0,1
2hdecg3p_p,2-hexadecanoyl-sn-glycerol 3-phosphate,C19H38O7P1,409.47458,19,0,0,1
2hdec9eg3p_c,2-hexadec-9-enoyl-sn-glycerol 3-phosphate,C19H36O7P1,407.4587,19,0,0,1
2hdec9eg3p_p,2-hexadec-9-enoyl-sn-glycerol 3-phosphate,C19H36O7P1,407.4587,19,0,0,1
2odecg3p_c,2-octadecanoyl-sn-glycerol 3-phosphate,C21H42O7P1,437.52774,21,0,0,1
2odecg3p_p,2-octadecanoyl-sn-glycerol 3-phosphate,C21H42O7P1,437.52774,21,0,0,1
2odec11eg3p_c,2-octadec-11-enoyl-sn-glycerol 3-phosphate,C21H40O7P1,435.51186,21,0,0,1
2odec11eg3p_p,2-octadec-11-enoyl-sn-glycerol 3-phosphate,C21H40O7P1,435.51186,21,0,0,1
2agpe140_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),C19H40NO7P1,425.49716,19,1,0,1
2agpe140_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),C19H40NO7P1,425.49716,19,1,0,1
2agpe160_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),C21H44NO7P1,453.55032,21,1,0,1
2agpe160_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),C21H44NO7P1,453.55032,21,1,0,1
2agpe161_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),C21H42NO7P1,451.53444,21,1,0,1
2agpe161_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),C21H42NO7P1,451.53444,21,1,0,1
2agpg140_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),C20H40O9P1,455.49996,20,0,0,1
2agpg140_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),C20H40O9P1,455.49996,20,0,0,1
2agpg141_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),C20H38O9P1,453.48408,20,0,0,1
2agpg141_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),C20H38O9P1,453.48408,20,0,0,1
2agpg160_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),C22H44O9P1,483.55312,22,0,0,1
2agpg160_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),C22H44O9P1,483.55312,22,0,0,1
2agpg161_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),C22H42O9P1,481.53724,22,0,0,1
2agpg161_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),C22H42O9P1,481.53724,22,0,0,1
idon__L_c,L-Idonate,C6H11O7,195.14734,6,0,0,0
2mahmp_c,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,C6H8N3O7P2,296.09114,6,3,0,2
4ampm_c,4-Amino-2-methyl-5-phosphomethylpyrimidine,C6H8N3O4P,217.11918,6,3,0,1
2pglyc_e,2-Phosphoglycolate,C2H2O6P,153.00744,2,0,0,1
34dhbz_p,"3,4-Dihydroxybenzoate",C7H5O4,153.1122,7,0,0,0
34dhbz_e,"3,4-Dihydroxybenzoate",C7H5O4,153.1122,7,0,0,0
2m3osuc_c,2-methyl-3-oxosuccinate,C5H4O5,144.08226,5,0,0,0
r3mmal_c,D-erythro-3-Methylmalate,C5H6O5,146.09814,5,0,0,0
3hodcoa_c,(S)-3-Hydroxyoctadecanoyl-CoA,C39H66N7O18P3S,1045.96373,39,7,1,3
phaccoa_c,Phenylacetyl-CoA,C29H38N7O17P3S,881.63501,29,7,1,3
LalaDgluMdapDala_c,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",C18H30N5O9,460.4589,18,5,0,0
LalaDgluMdapDala_p,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",C18H30N5O9,460.4589,18,5,0,0
LalaDgluMdapDala_e,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",C18H30N5O9,460.4589,18,5,0,0
hphaccoa_c,4 Hydroxyphenylacetyl CoA C29H42N7O18P3S,C29H38N7O18P3S,897.63441,29,7,1,3
5dglcn_p,5-Dehydro-D-gluconate,C6H9O7,193.13146,6,0,0,0
5dglcn_e,5-Dehydro-D-gluconate,C6H9O7,193.13146,6,0,0,0
5mtr_c,5-Methylthio-D-ribose,C6H12O4S,180.22208,6,0,1,0
5mtr_e,5-Methylthio-D-ribose,C6H12O4S,180.22208,6,0,1,0
xylu__L_c,L-Xylulose,C5H10O5,150.1299,5,0,0,0
acgam_p,N-Acetyl-D-glucosamine,C8H15NO6,221.2078,8,1,0,0
acgam_e,N-Acetyl-D-glucosamine,C8H15NO6,221.2078,8,1,0,0
acnam_c,N-Acetylneuraminate,C11H18NO9,308.26192,11,1,0,0
acnam_e,N-Acetylneuraminate,C11H18NO9,308.26192,11,1,0,0
ac_p,Acetate,C2H3O2,59.04402,2,0,0,0
adn_e,Adenosine,C10H13N5O4,267.24132,10,5,0,0
ade_e,Adenine,C5H5N5,135.1267,5,5,0,0
ade_p,Adenine,C5H5N5,135.1267,5,5,0,0
camp_c,CAMP,C10H11N5O6P,328.198,10,5,0,1
adprib_c,ADPribose,C15H21N5O14P2,557.29986,15,5,0,2
adphep_DD_c,ADP-D-glycero-D-manno-heptose,C17H25N5O16P2,617.35182,17,5,0,2
adphep_LD_c,ADP-L-glycero-D-manno-heptose,C17H25N5O16P2,617.35182,17,5,0,2
4ahmmp_c,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O,139.15516,6,3,0,0
5caiz_c,5-phosphoribosyl-5-carboxyaminoimidazole,C9H11N3O9P,336.1721,9,3,0,1
sdhlam_c,S Succinyldihydrolipoamide C12H20NO4S2,C12H20NO4S2,306.4215,12,1,2,0
cys__L_e,L-Cysteine,C3H7NO2S,121.15818,3,1,1,0
id3acald_c,Indole 3 acetaldehyde C10H9NO,C10H9NO,159.18456,10,1,0,0
ind3ac_c,Indole 3 acetate C10H8NO2,C10H8NO2,174.17602,10,1,0,0
anhgm_e,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,C19H29N2O12,477.43976,19,2,0,0
5aprbu_c,5-Amino-6-(5'-phosphoribitylamino)uracil,C9H15N4O9P,354.21056,9,4,0,1
5apru_c,5-Amino-6-(5'-phosphoribosylamino)uracil,C9H13N4O9P,352.19468,9,4,0,1
rbflvrd_c,Reduced riboflavin,C17H22N4O6,378.37978,17,4,0,0
sucarg_c,N2-Succinyl-L-arginine,C10H17N4O5,273.26578,10,4,0,0
cdpdag_EC_c,CDPdiacylglycerol (E coli),C2286H3998N150O750P100,48684.13552,2286,150,0,100
pa_EC_c,Phosphatidate  (E.coli),C1836H3398O400P50,33425.07342,1836,0,0,50
2p4c2me_c,2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C14H22N3O17P3,597.25567,14,3,0,3
4c2me_c,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C14H23N3O14P2,519.29164,14,3,0,2
chtbs6p_c,Diacetylchitobiose-6-phosphate,C16H27N2O14P,502.36434,16,2,0,1
chtbs_p,"N,N'-diacetylchitobiose",C16H28N2O11,424.40032,16,2,0,0
chtbs_e,"N,N'-diacetylchitobiose",C16H28N2O11,424.40032,16,2,0,0
citac_c,Citraconate,C5H4O4,128.08286,5,0,0,0
citm_c,Citramalate,C5H6O5,146.09814,5,0,0,0
for_e,Formate,CH1O2,45.01744,1,0,0,0
oxa_e,Oxalate,C2O4,88.019,2,0,0,0
clpn140_p,"Cardiolipin (tetratetradecanoyl, n-C14:0)",C65H124O17P2,1239.61738,65,0,0,2
clpn160_p,"Cardiolipin (tetrahexadecanoyl, n-C16:0)",C73H140O17P2,1351.83002,73,0,0,2
clpn161_p,"Cardiolipin (tetrahexadec-9-enoyl, n-C16:1)",C73H132O17P2,1343.7665,73,0,0,2
clpn180_p,"Cardiolipin (tetraoctadecanoyl, n-C18:0)",C81H156O17P2,1464.04266,81,0,0,2
clpn181_p,"Cardiolipin (tetraoctadec-11-enoyl, n-C18:1)",C81H148O17P2,1455.97914,81,0,0,2
clpn120_p,"Cardiolipin (tetradodecanoyl, n-C12:0)",C57H108O17P2,1127.40474,57,0,0,2
clpn141_p,"Cardiolipin (tetratetradec-7-enoyl, n-C14:1)",C65H116O17P2,1231.55386,65,0,0,2
glyc_p,Glycerol,C3H8O3,92.09382,3,0,0,0
cl_p,Chloride,Cl,35.453,0,0,0,0
cm_e,Chloramphenicol,C11H12Cl2N2O5,323.12938,11,2,0,0
cm_p,Chloramphenicol,C11H12Cl2N2O5,323.12938,11,2,0,0
udcpp_p,Undecaprenyl phosphate,C55H89O4P,845.26652,55,0,0,1
4crsol_c,P-Cresol,C7H8O,108.13782,7,0,0,0
ficytb_c,Ferricytochrome b,C42H53FeN8O6S2,885.89522,42,8,2,0
dad_2_e,Deoxyadenosine,C10H13N5O3,251.24192,10,5,0,0
db4p_c,"3,4-dihydroxy-2-butanone 4-phosphate",C4H7O6P,182.06854,4,0,0,1
ddca_e,Dodecanoate (n-C12:0),C12H23O2,199.30982,12,0,0,0
fol_c,Folate,C19H17N7O6,439.38158,19,7,0,0
cdhxfut_c,Cyclic de-hypoxanthine futalosine,C14H13O7,293.24882,14,0,0,0
2ahhmp_c,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2,C7H9N5O2,195.17866,7,5,0,0
25dhpp_c,2 5 Diamino 6 hydroxy 4  5  phosphoribosylamino  pyrimidine C9H14N5O8P,C9H14N5O8P,351.20992,9,5,0,1
25drapp_c,"2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate",C9H14N5O8P,351.20992,9,5,0,1
dhxfut_c,De-hypoxanthine futalosine,C14H15O7,295.2647,14,0,0,0
4r5au_c,4-(1-D-Ribitylamino)-5-aminouracil,C9H16N4O6,276.24654,9,4,0,0
h2mb4p_c,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate,C5H9O8P2,259.06768,5,0,0,2
doxrbcn_e,Doxorubicin,C27H29NO11,543.51926,27,1,0,0
doxrbcn_p,Doxorubicin,C27H29NO11,543.51926,27,1,0,0
dscl_c,Dihydrosirohydrochlorin,C42H40N4O16,856.7842,42,4,0,0
tartr__D_c,D-tartrate,C4H4O6,148.07096,4,0,0,0
duri_e,Deoxyuridine,C9H12N2O5,228.20198,9,2,0,0
2me4p_c,2-C-methyl-D-erythritol 4-phosphate,C5H11O7P,214.1104,5,0,0,1
kdo2lipid4Ln_c,KDO(2)-lipid IV(A) with laurate (glucosediaminyl),C96H172N4O36P2,2020.3456,96,4,0,2
kdo2lipid4n_c,KDO(2)-lipid IV(A) (glucosediaminyl),C84H150N4O35P2,1838.04312,84,4,0,2
lipan_c,KDO(2)-lipid (A) (glucosediaminyl),C110H198N4O37P2,2230.70124,110,4,0,2
enter_p,Enterochelin,C30H27N3O15,669.54648,30,3,0,0
hdca_e,Hexadecanoate (n-C16:0),C16H31O2,255.41614,16,0,0,0
hdcea_e,Hexadecenoate (n-C16:1),C16H29O2,253.40026,16,0,0,0
ocdca_e,Octadecanoate (n-C18:0),C18H35O2,283.4693,18,0,0,0
ocdcea_e,Octadecenoate (n-C18:1),C18H33O2,281.45342,18,0,0,0
ttdca_e,Tetradecanoate (n-C14:0),C14H27O2,227.36298,14,0,0,0
fuc__L_c,L-Fucose,C6H12O5,164.15648,6,0,0,0
for_p,Formate,CH1O2,45.01744,1,0,0,0
fe3dcit_p,Fe(III)dicitrate,C12H10FeO14,434.0444,12,0,0,0
fe3dcit_e,Fe(III)dicitrate,C12H10FeO14,434.0444,12,0,0,0
enter_e,Enterochelin,C30H27N3O15,669.54648,30,3,0,0
2ahhmd_c,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine diphosphate C7H8N5O8P2,C7H8N5O8P2,352.11464,7,5,0,2
fol_e,Folate,C19H17N7O6,439.38158,19,7,0,0
fuc__L_e,L-Fucose,C6H12O5,164.15648,6,0,0,0
fuc__L_p,L-Fucose,C6H12O5,164.15648,6,0,0,0
fusa_e,Fusidic acid,C31H48O5,500.70982,31,0,0,0
fusa_p,Fusidic acid,C31H48O5,500.70982,31,0,0,0
fut_c,Futalosine,C19H17N4O7,413.36088,19,4,0,0
g1p_p,D-Glucose 1-phosphate,C6H11O9P,258.1199,6,0,0,1
g1p_e,D-Glucose 1-phosphate,C6H11O9P,258.1199,6,0,0,1
gal_p,D-Galactose,C6H12O6,180.15588,6,0,0,0
gal1p_p,Alpha-D-Galactose 1-phosphate,C6H11O9P,258.1199,6,0,0,1
gal1p_e,Alpha-D-Galactose 1-phosphate,C6H11O9P,258.1199,6,0,0,1
bglycogen_c,Branching glycogen,C6H10O5,162.1406,6,0,0,0
glcn_e,D-Gluconate,C6H11O7,195.14734,6,0,0,0
hhlipa_c,Heptosyl-heptosyl-kdo2-lipidA,C124H220N2O51P2,2617.00392,124,2,0,2
ghhlipa_c,Glucosyl-heptosyl-heptosyl-kdo2-lipidA,C130H230N2O56P2,2779.14452,130,2,0,2
ghhlipan_c,Glucosyl-heptosyl-heptosyl-kdo2-lipidA (glucosediamine),C130H232N4O54P2,2777.175,130,4,0,2
hhlipan_c,Heptosyl-heptosyl-kdo2-lipidA (glucosediaminyl),C124H222N4O49P2,2615.0344,124,4,0,2
glucan4_c,"Beta-1,3/1,4-glucan (Barley, n=4, Glc beta1->3,4 Glc)",C24H42O21,666.57768,24,0,0,0
glucan6_c,"Beta-1,3/1,4-glucan (Barley, n=6, Glc beta1->3,4 Glc)",C36H62O31,990.85888,36,0,0,0
glucan6_e,"Beta-1,3/1,4-glucan (Barley, n=6, Glc beta1->3,4 Glc)",C36H62O31,990.85888,36,0,0,0
glucan4_e,"Beta-1,3/1,4-glucan (Barley, n=4, Glc beta1->3,4 Glc)",C24H42O21,666.57768,24,0,0,0
glyclt_p,Glycolate,C2H3O3,75.04342,2,0,0,0
gm1lipa_e,"4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A (G. metallireducens, variant 1)",C142H253N3O65P2,3104.45684,142,3,0,2
hghhlipa_c,Heptosyl-glucosyl-heptosyl-heptosyl-kdo2-lipidA,C137H242N2O62P2,2971.3111,137,2,0,2
hghhlipa_p,Heptosyl-glucosyl-heptosyl-heptosyl-kdo2-lipidA,C137H242N2O62P2,2971.3111,137,2,0,2
gm1lipa_p,"4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A (G. metallireducens, variant 1)",C142H253N3O65P2,3104.45684,142,3,0,2
hghhlipan_c,Heptosyl-glucosyl-heptosyl-heptosyl-kdo2-lipidA (glucosediamine),C137H244N4O60P2,2969.34158,137,4,0,2
hghhlipan_p,Heptosyl-glucosyl-heptosyl-heptosyl-kdo2-lipidA (glucosediamine),C137H244N4O60P2,2969.34158,137,4,0,2
gm2lipa_e,"4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A (G. metallireducens, variant 2)",C142H255N5O63P2,3102.48732,142,5,0,2
gm2lipa_p,"4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A (G. metallireducens, variant 2)",C142H255N5O63P2,3102.48732,142,5,0,2
gmhep1p_c,D-Glycero-D-manno-heptose 1-phosphate,C7H13O10P,288.14588,7,0,0,1
gmhep17bp_c,"D-Glycero-D-manno-heptose 1,7-bisphosphate",C7H12O13P2,366.1099,7,0,0,2
gmhep7p_c,D-Glycero-D-manno-heptose 7-phosphate,C7H13O10P,288.14588,7,0,0,1
ser__L_p,L-Serine,C3H7NO3,105.09258,3,1,0,0
inost_p,Myo-Inositol,C6H12O6,180.15588,6,0,0,0
grxox_c,Glutaredoxin (oxidized),X,0.0,0,0,0,0
grxrd_c,Glutaredoxin (reduced),XH2,2.01588,0,0,0,0
gua_e,Guanine,C5H5N5O,151.1261,5,5,0,0
gua_p,Guanine,C5H5N5O,151.1261,5,5,0,0
dhlplarg_c,Dihydrolipoyl carrier protein LarG,XH2,2.01588,0,0,0,0
lplarg_c,Lipoyl carrier protein LarG,X,0.0,0,0,0,0
pheme_e,Protoheme,C34FeH30N4O4,614.4714,34,4,0,0
hlipa_c,Heptosyl-kdo2-lipidA,C117H208N2O45P2,2424.83734,117,2,0,2
hlipan_c,Heptosyl-kdo2-lipidA (glucosediaminyl),C117H210N4O43P2,2422.86782,117,4,0,2
4mpetz_c,4-Methyl-5-(2-phosphoethyl)-thiazole,C6H8NO4PS,221.17078,6,1,1,1
hxan_p,Hypoxanthine,C5H4N4O,136.11146,5,4,0,0
hxan_e,Hypoxanthine,C5H4N4O,136.11146,5,4,0,0
id3acald_e,Indole 3 acetaldehyde C10H9NO,C10H9NO,159.18456,10,1,0,0
idon__L_e,L-Idonate,C6H11O7,195.14734,6,0,0,0
idon__L_p,L-Idonate,C6H11O7,195.14734,6,0,0,0
indole_p,Indole,C8H7N,117.14788,8,1,0,0
indaccoa_c,S-2-(indol-3-yl)acetyl-CoA,C31H39N8O17P3S,920.67105,31,8,1,3
xu5p__L_c,L-Xylulose 5-phosphate,C5H9O8P,228.09392,5,0,0,1
uLa4n_p,Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose,C60H100N1O7P1,978.41226,60,1,0,1
lac__L_e,L-Lactate,C3H5O3,89.07,3,0,0,0
lmn2_e,Laminaribiose,C12H22O11,342.29648,12,0,0,0
lmn30_e,"Laminarin (n=30 repeat units, beta -1,3 glc)",C180H302O151,4882.23328,180,0,0,0
lipidAdsn_c,Lipid A Disaccharide (glucosediaminyl),C68H129N4O18P,1321.74162,68,4,0,1
lipidXn_c,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosediamine 1-phosphate",C34H65N2O11P,708.86046,34,2,0,1
u23gn_c,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosediamine",C43H76N4O19P2,1015.02646,43,4,0,2
lyx__L_c,L-Lyxose,C5H10O5,150.1299,5,0,0,0
lyx__L_p,L-Lyxose,C5H10O5,150.1299,5,0,0,0
lyx__L_e,L-Lyxose,C5H10O5,150.1299,5,0,0,0
mnl1p_c,D-Mannitol 1-phosphate,C6H13O9P,260.13578,6,0,0,1
malt6p_c,Maltose 6'-phosphate,C12H21O14P,420.2605,12,0,0,1
man1p_e,D-Mannose 1-phosphate,C6H11O9P,258.1199,6,0,0,1
murein5p4p_p,"Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",C77H119N15O41,1910.84466,77,15,0,0
2mecdp_c,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate",C5H10O9P2,276.07502,5,0,0,2
metox__R_c,L methionine R oxide C5H11NO3S,C5H11NO3S,165.21074,5,1,1,0
metox__R_e,L methionine R oxide C5H11NO3S,C5H11NO3S,165.21074,5,1,1,0
mincyc_e,Minocycline,C23H27N3O7,457.47638,23,3,0,0
mincyc_p,Minocycline,C23H27N3O7,457.47638,23,3,0,0
mnl_e,D-Mannitol,C6H14O6,182.17176,6,0,0,0
kdolipid4n_c,KDO-lipid IV(A) (glucosediaminyl),C76H139N4O28P2,1618.87438,76,4,0,2
lipidAn_c,"2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosediaminyl 1,4'-bisphosphate",C68H128N4O21P2,1399.70564,68,4,0,2
mobd_p,Molybdate,MoO4,159.9576,0,0,0,0
n2_e,Nitrogen,N2,28.0134,0,2,0,0
n2_p,Nitrogen,N2,28.0134,0,2,0,0
nmn_e,NMN,C11H13N2O8P,332.20328,11,2,0,1
rnam_e,N Ribosylnicotinamide C11H15N2O5,C11H14N2O5,254.23926,11,2,0,0
rdxo_c,Rubredoxin oxidized,Fe1S0,55.845,0,0,0,0
rdxr_c,Rubredoxin reduced,Fe1S0,55.845,0,0,0,0
novbcn_e,Novobiocin,C31H36N2O11,612.62434,31,2,0,0
novbcn_p,Novobiocin,C31H36N2O11,612.62434,31,2,0,0
uri_e,Uridine,C9H12N2O6,244.20138,9,2,0,0
oxa_p,Oxalate,C2O4,88.019,2,0,0,0
pac_e,Phenylacetic acid,C8H7O2,135.13998,8,0,0,0
pac_p,Phenylacetic acid,C8H7O2,135.13998,8,0,0,0
pheme_p,Protoheme,C34FeH30N4O4,614.4714,34,4,0,0
ppap_c,Propanoyl phosphate,C3H5O5P,152.04256,3,0,0,1
ps120_c,"Phosphatidylserine (didodecanoyl, n-C12:0)",C30H57N1O10P1,622.74804,30,1,0,1
ps141_c,"Phosphatidylserine (ditetradec-7-enoyl, n-C14:1)",C34H61N1O10P1,674.8226,34,1,0,1
ps181_c,"Phosphatidylserine (dioctadec-11-enoyl, n-C18:1)",C42H77N1O10P1,787.03524,42,1,0,1
pyr_e,Pyruvate,C3H3O3,87.05412,3,0,0,0
dmlz_c,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C13H18N4O6,326.30522,13,4,0,0
rfamp_e,Rifampin,C43H58N4O12,822.94022,43,4,0,0
rfamp_p,Rifampin,C43H58N4O12,822.94022,43,4,0,0
sucorn_c,N2-Succinyl-L-ornithine,C9H15N2O5,231.2258,9,2,0,0
salchs4fe_p,Salmochelin-S4-Fe-III,C42FeH47N3O25,1049.67268,42,3,0,0
salchs4fe_c,Salmochelin-S4-Fe-III,C42FeH47N3O25,1049.67268,42,3,0,0
salchs4fe_e,Salmochelin-S4-Fe-III,C42FeH47N3O25,1049.67268,42,3,0,0
sucglu_c,N2-Succinyl-L-glutamate,C9H10NO7,244.1782,9,1,0,0
sucgsa_c,N2-Succinyl-L-glutamate 5-semialdehyde,C9H11NO6,229.18674,9,1,0,0
scl2_c,Sirohydrochlorin 2,C42H38N4O16,854.76832,42,4,0,0
so4_p,Sulfate,O4S,96.0626,0,0,1,0
sucr_e,Sucrose,C12H22O11,342.29648,12,0,0,0
tartr__D_p,D-tartrate,C4H4O6,148.07096,4,0,0,0
tartr__L_c,L-tartrate,C4H4O6,148.07096,4,0,0,0
tartr__D_e,D-tartrate,C4H4O6,148.07096,4,0,0,0
tartr__L_e,L-tartrate,C4H4O6,148.07096,4,0,0,0
tet_e,Tetrathionate,O6S4,224.2564,0,0,4,0
thymd_e,Thymidine,C10H14N2O5,242.22856,10,2,0,0
4hba_c,4-Hydroxy-benzyl alcohol,C7H8O2,124.13722,7,0,0,0
dhgly_c,Dehydroglycine,C2H2NO2,72.04278,2,1,0,0
tre_p,Trehalose,C12H22O11,342.29648,12,0,0,0
ttdcea_e,Tetradecenoate (n-C14:1),C14H25O2,225.3471,14,0,0,0
ttrcyc_e,Tetracycline,C22H24N2O8,444.43456,22,2,0,0
ttrcyc_p,Tetracycline,C22H24N2O8,444.43456,22,2,0,0
u3hgn_c,"UDP-3-N-(3-hydroxytetradecanoyl)-glucose-2,3-diamine",C29H51N4O17P2,789.67936,29,4,0,2
uacgamo_c,UDP-2-acetamido-2-deoxy-alpha-D-ribo-hexopyranos-3-ulose,C17H23N3O17P2,603.32194,17,3,0,2
uacgnn_c,"UDP-2-N-acetylglucose-2,3-diamine",C17H27N4O16P2,605.361,17,4,0,2
u3agn_c,UDP-3-N-(3-hydroxytetradecanoyl)-2-N-acetylglucosediamine,C31H52N4O18P2,830.7081,31,4,0,2
udpLa4o_c,UDP-4-keto-pyranose,C14H18N2O16P2,532.24404,14,2,0,2
udpLa4n_c,Uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose,C14H22N3O15P2,534.2831,14,3,0,2
uLa4n_c,Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose,C60H100N1O7P1,978.41226,60,1,0,1
um4p_c,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine",C38H56N8O27P2,1118.83616,38,8,0,2
xylan12_e,"Xylan (12 backbone units, 3 glcur side chain)",C78H119O67,2128.73926,78,0,0,0
xylan4_e,"Xylan (4 backbone units, 1 glcur side chain)",C26H41O23,721.58994,26,0,0,0
